logA,logB,ccheu,ccind,ccdcr,ccfreq,ccdur,cctime
dementia_(C104-D0.000).xes,dementia_(C104-D0.629).xes,0.76363943,0.782107585,0,0.573206753,0.453061247,0.161854648
dementia_(C104-D0.000).xes,dementia_(C104-D0.657).xes,0.763119755,0.780552752,0,0.555193859,0.437213945,0.16495393
dementia_(C104-D0.000).xes,dementia_(C104-D0.686).xes,0.756284785,0.774227131,0,0.535553068,0.41208869,0.139289864
dementia_(C104-D0.000).xes,dementia_(C104-D0.714).xes,0.761744359,0.782501944,0,0.528188794,0.427645587,0.136929614
dementia_(C104-D0.000).xes,dementia_(C104-D0.743).xes,0.746358066,0.761048068,0,0.524176219,0.402739024,0.135865877
dementia_(C104-D0.000).xes,dementia_(C104-D0.771).xes,0.759610561,0.778618898,0,0.515018689,0.437763454,0.14568384
dementia_(C104-D0.000).xes,dementia_(C104-D0.800).xes,0.75907888,0.774732752,0,0.506016892,0.425114248,0.142577759
dementia_(C104-D0.000).xes,dementia_(C104-D0.829).xes,0.750764072,0.770588313,0,0.496171123,0.403872253,0.133575422
dementia_(C104-D0.000).xes,dementia_(C104-D0.857).xes,0.743571243,0.759728164,0,0.477480341,0.395771726,0.132824437
dementia_(C104-D0.000).xes,dementia_(C104-D0.886).xes,0.741063729,0.758256429,0,0.458938964,0.409496398,0.133575279
dementia_(C104-D0.000).xes,dementia_(C104-D0.914).xes,0.725968364,0.750769282,0,0.439018601,0.382332162,0.13772397
dementia_(C104-D0.000).xes,dementia_(C104-D0.943).xes,0.734896092,0.757202108,0,0.428669637,0.372629843,0.138059864
dementia_(C104-D0.000).xes,dementia_(C104-D0.971).xes,0.726887214,0.74500683,0,0.418058859,0.368722631,0.130658395
dementia_(C104-D0.000).xes,dementia_(C104-D1.000).xes,0.75281634,0.762606103,0,0.427554366,0.371318107,0.129651898
dementia_asymptomatic.xes,dementia_(C104-D0.000).xes,0.976389581,1,1,0.859816608,0.791189846,0.571268446
dementia_asymptomatic.xes,dementia_(C104-D0.029).xes,0.95865685,0.987612088,0,0.848041346,0.772797248,0.504123337
dementia_asymptomatic.xes,dementia_(C104-D0.057).xes,0.948376092,0.973084648,0,0.828386831,0.734502723,0.528573249
dementia_asymptomatic.xes,dementia_(C104-D0.086).xes,0.930759021,0.955090145,0,0.814461106,0.718133881,0.435756725
dementia_asymptomatic.xes,dementia_(C104-D0.114).xes,0.911338683,0.942047642,0,0.799030966,0.690028458,0.398347306
dementia_asymptomatic.xes,dementia_(C104-D0.143).xes,0.893802945,0.931261374,0,0.785730822,0.660953514,0.389249578
dementia_asymptomatic.xes,dementia_(C104-D0.171).xes,0.886695913,0.920778898,0,0.776852316,0.661618043,0.374350987
dementia_asymptomatic.xes,dementia_(C104-D0.200).xes,0.869673861,0.902571596,0,0.756936805,0.649151442,0.319025438
dementia_asymptomatic.xes,dementia_(C104-D0.229).xes,0.860810425,0.896680735,0,0.745428073,0.641274922,0.303862096
dementia_asymptomatic.xes,dementia_(C104-D0.257).xes,0.859952757,0.890297447,0,0.729510625,0.62857761,0.274244124
dementia_asymptomatic.xes,dementia_(C104-D0.286).xes,0.850814845,0.886927207,0,0.725998182,0.627603806,0.258057075
dementia_asymptomatic.xes,dementia_(C104-D0.314).xes,0.827677264,0.866735344,0,0.692444436,0.607455316,0.254094891
dementia_asymptomatic.xes,dementia_(C104-D0.343).xes,0.822756663,0.863993349,0,0.697381276,0.590763481,0.236877576
dementia_asymptomatic.xes,dementia_(C104-D0.371).xes,0.807975056,0.845862945,0,0.663739414,0.56411112,0.211092075
dementia_asymptomatic.xes,dementia_(C104-D0.400).xes,0.814158155,0.851020568,0,0.668711871,0.57743909,0.207457475
dementia_asymptomatic.xes,dementia_(C104-D0.429).xes,0.806456838,0.843443904,0,0.657033352,0.557160022,0.176571148
dementia_asymptomatic.xes,dementia_(C104-D0.457).xes,0.798050802,0.835564774,0,0.643521289,0.533989181,0.197087889
dementia_asymptomatic.xes,dementia_(C104-D0.486).xes,0.773903941,0.816353887,0,0.614393641,0.507833245,0.162989204
dementia_asymptomatic.xes,dementia_(C104-D0.514).xes,0.791665468,0.830540445,0,0.627817723,0.528876822,0.213520576
dementia_asymptomatic.xes,dementia_(C104-D0.543).xes,0.777764526,0.822532072,0,0.595885677,0.473988474,0.170399261
dementia_asymptomatic.xes,dementia_(C104-D0.571).xes,0.775520262,0.815797563,0,0.588681783,0.479205674,0.158942028
dementia_asymptomatic.xes,dementia_(C104-D0.600).xes,0.773194789,0.811712219,0,0.579913352,0.486782998,0.164416198
dementia_asymptomatic.xes,dementia_(C104-D0.629).xes,0.763874845,0.796970231,0,0.566723702,0.457551691,0.154855013
dementia_asymptomatic.xes,dementia_(C104-D0.657).xes,0.761259267,0.799389534,0,0.557113964,0.457409928,0.141077648
dementia_asymptomatic.xes,dementia_(C104-D0.686).xes,0.748498451,0.790269328,0,0.517981512,0.411271462,0.153833337
dementia_asymptomatic.xes,dementia_(C104-D0.714).xes,0.754858185,0.797638428,0,0.534234432,0.426397914,0.139059942
dementia_asymptomatic.xes,dementia_(C104-D0.743).xes,0.738455758,0.781924212,0,0.503942893,0.407667003,0.134194333
dementia_asymptomatic.xes,dementia_(C104-D0.771).xes,0.745489894,0.786740063,0,0.511999694,0.413101305,0.143798345
dementia_asymptomatic.xes,dementia_(C104-D0.800).xes,0.745090263,0.782546992,0,0.498875642,0.408383262,0.119577832
dementia_asymptomatic.xes,dementia_(C104-D0.829).xes,0.748494575,0.785974418,0,0.492883483,0.402884328,0.118515132
dementia_asymptomatic.xes,dementia_(C104-D0.857).xes,0.744349411,0.780000653,0,0.476750162,0.401646356,0.124300601
dementia_asymptomatic.xes,dementia_(C104-D0.886).xes,0.736594749,0.775471098,0,0.445926648,0.379306111,0.129375752
dementia_asymptomatic.xes,dementia_(C104-D0.914).xes,0.731009557,0.769482616,0,0.446363846,0.377969058,0.111602213
dementia_asymptomatic.xes,dementia_(C104-D0.943).xes,0.72899589,0.76923224,0,0.421660223,0.370053226,0.127231532
dementia_asymptomatic.xes,dementia_(C104-D0.971).xes,0.727316198,0.769232599,0,0.416393903,0.378245007,0.118716662
dementia_asymptomatic.xes,dementia_(C104-D1.000).xes,0.730071663,0.771652489,0,0.429208116,0.356781748,0.121425833
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.000).xes,0.955687464,0.996043011,0,0.858883418,0.701627743,0.424521775
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.029).xes,0.937851604,0.985934391,0,0.851061164,0.710241157,0.422352844
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.057).xes,0.92948913,0.970412707,0,0.837826327,0.669562311,0.348718993
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.086).xes,0.901593677,0.952646558,0,0.819379109,0.618032601,0.344293622
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.114).xes,0.89513392,0.948387687,0,0.813251,0.613273822,0.35555268
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.143).xes,0.866257829,0.919148765,0,0.781694255,0.548934235,0.258962054
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.171).xes,0.868772304,0.92625127,0,0.771726509,0.558875527,0.291526347
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.200).xes,0.870006581,0.913119786,0,0.761318582,0.563958061,0.275515541
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.229).xes,0.847134327,0.899423941,0,0.737336945,0.570864329,0.235838504
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.257).xes,0.820437681,0.880213343,0,0.735698927,0.463392677,0.195223628
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.286).xes,0.840659924,0.899016347,0,0.730336964,0.544338875,0.258823044
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.314).xes,0.84814191,0.908281916,0,0.732856073,0.548365079,0.289186154
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.343).xes,0.796912492,0.853597914,0,0.706357127,0.472076351,0.177077117
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.371).xes,0.790502872,0.859324618,0,0.678915473,0.457936342,0.189489583
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.400).xes,0.792459827,0.860150983,0,0.6759368,0.465922723,0.189999972
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.429).xes,0.784304987,0.8491621,0,0.638634873,0.407456445,0.132959442
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.457).xes,0.771378931,0.832528703,0,0.648337073,0.454744355,0.153683071
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.486).xes,0.787244725,0.836562432,0,0.6228592,0.415103164,0.139282271
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.514).xes,0.758150939,0.824035166,0,0.613649509,0.349459642,0.14490071
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.543).xes,0.756471169,0.818876704,0,0.572561818,0.344721821,0.138142797
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.571).xes,0.756973039,0.814108354,0,0.570285745,0.338261332,0.104675167
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.600).xes,0.751480381,0.819949881,0,0.589023655,0.363650028,0.124722928
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.629).xes,0.756308624,0.807155163,0,0.574554418,0.354160564,0.136914286
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.657).xes,0.762175276,0.811186859,0,0.545899073,0.354997797,0.107113095
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.686).xes,0.749563634,0.807717825,0,0.527436636,0.329429117,0.110536529
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.714).xes,0.752548943,0.815393855,0,0.534559364,0.348819195,0.082443014
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.743).xes,0.748162176,0.798654289,0,0.546299618,0.321948583,0.091416922
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.771).xes,0.751865952,0.799278637,0,0.510483982,0.315268509,0.092932446
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.800).xes,0.738290142,0.792726526,0,0.477698564,0.28985362,0.100575397
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.829).xes,0.733607507,0.786387702,0,0.493742673,0.312851729,0.084937043
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.857).xes,0.718496341,0.78915856,0,0.469908927,0.293093228,0.089424639
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.886).xes,0.751463029,0.801203969,0,0.456619582,0.277618907,0.082917154
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.914).xes,0.73826704,0.793956252,0,0.472466564,0.267642571,0.09043095
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.943).xes,0.754347135,0.809738082,0,0.467432091,0.298262991,0.075458608
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.971).xes,0.739694414,0.793961865,0,0.435355418,0.292511218,0.072243164
dementia_(C25-asymptomatic).xes,dementia_(C25-D1.000).xes,0.708571897,0.768600161,0,0.4292724,0.253628748,0.063543394
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.000).xes,0.947025383,1,0,0.871535333,0.720602898,0.335081537
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.029).xes,0.922955394,0.979071487,0,0.832401939,0.575945218,0.280928639
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.057).xes,0.906700819,0.975749821,0,0.83524297,0.625012286,0.292214012
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.086).xes,0.900324707,0.964014932,0,0.816414848,0.56084137,0.261987091
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.114).xes,0.890875852,0.966048118,0,0.817098818,0.527902981,0.249187871
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.143).xes,0.874757941,0.960990295,0,0.790545091,0.542883848,0.251201814
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.171).xes,0.856362415,0.937185401,0,0.785016242,0.559068708,0.194002058
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.200).xes,0.854903155,0.948352343,0,0.754603303,0.530739538,0.239551282
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.229).xes,0.850318976,0.945153865,0,0.745253727,0.494211601,0.214525787
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.257).xes,0.830813388,0.924045897,0,0.724082182,0.499142998,0.213306683
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.286).xes,0.808214303,0.911880785,0,0.702535242,0.442682567,0.183984799
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.314).xes,0.788119738,0.903917307,0,0.702682667,0.434663434,0.143063678
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.343).xes,0.819141634,0.903202982,0,0.67851203,0.493958901,0.180976216
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.371).xes,0.803852352,0.900813927,0,0.706468303,0.481268805,0.142789083
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.400).xes,0.786759547,0.894950457,0,0.651597485,0.471234381,0.163690476
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.429).xes,0.784368378,0.891342088,0,0.634854727,0.370362232,0.103971895
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.457).xes,0.775440341,0.880896948,0,0.63842303,0.359399896,0.1039903
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.486).xes,0.783134207,0.908142178,0,0.616784303,0.38334136,0.114784644
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.514).xes,0.790014887,0.900871614,0,0.619593545,0.395445099,0.1160988
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.543).xes,0.76804852,0.865555668,0,0.596482636,0.359410237,0.062263217
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.571).xes,0.764081477,0.879006553,0,0.590640545,0.356943097,0.066964286
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.600).xes,0.738721135,0.875929529,0,0.560991606,0.314343044,0.090602543
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.629).xes,0.751835763,0.87026649,0,0.553202152,0.308969255,0.092283214
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.657).xes,0.729678358,0.85227536,0,0.562893818,0.316036455,0.065988836
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.686).xes,0.731081085,0.847094035,0,0.532938424,0.298220797,0.077831455
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.714).xes,0.770541204,0.880019771,0,0.567964818,0.351544521,0.101061885
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.743).xes,0.757463021,0.876009264,0,0.541520152,0.346749048,0.101617251
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.771).xes,0.727266769,0.862135415,0,0.483392242,0.262744759,0.057812892
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.800).xes,0.736247383,0.866938818,0,0.504116061,0.291255402,0.082910628
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.829).xes,0.746869546,0.881009357,0,0.504551485,0.265715037,0.072521982
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.857).xes,0.714448834,0.849992722,0,0.460077,0.280262384,0.04778831
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.886).xes,0.701461032,0.848313537,0,0.431456606,0.263925165,0.044618056
dementia_(C15-asymptomatic).xes,dementia_(C15-D0.914).xes,0.742747081,0.877390335,0,0.493711212,0.299274831,0.061469534
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.000).xes,0.954231657,1,0,0.852986636,0.762911251,0.375284875
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.029).xes,0.944004247,1,0,0.867027255,0.735477099,0.402899306
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.057).xes,0.945254949,1,0,0.857363909,0.740004851,0.382687141
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.086).xes,0.929501734,0.985606812,0,0.853494218,0.778357743,0.351603326
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.114).xes,0.912783099,0.976140049,0,0.836856836,0.752430879,0.372426174
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.143).xes,0.923311661,0.976219923,0,0.840934891,0.744661121,0.409243499
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.171).xes,0.927247835,0.989838027,0,0.856283564,0.724276716,0.352251414
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.200).xes,0.90492178,0.960897003,0,0.832101109,0.78313664,0.35214471
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.229).xes,0.917486441,0.971709717,0,0.832074982,0.773613083,0.362188051
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.257).xes,0.907272293,0.956482475,0,0.831152127,0.785468883,0.415116487
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.286).xes,0.898715646,0.963147963,0,0.833424691,0.779919428,0.382506751
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.314).xes,0.871326931,0.925041217,0,0.812396982,0.766033093,0.317504868
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.343).xes,0.894626318,0.94679698,0,0.814346782,0.750240445,0.367473099
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.371).xes,0.913686673,0.960649877,0,0.823370636,0.787770564,0.340692276
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.400).xes,0.881994188,0.933151827,0,0.800408636,0.755584111,0.345335064
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.429).xes,0.845921433,0.916393739,0,0.789595364,0.758290152,0.28669132
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.457).xes,0.84855736,0.919101839,0,0.788295164,0.765533552,0.314067834
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.486).xes,0.861782806,0.913176686,0,0.794503236,0.756712839,0.272051387
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.514).xes,0.844677914,0.906848728,0,0.795830855,0.730291389,0.323148607
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.543).xes,0.849012572,0.905537152,0,0.794984273,0.773593515,0.284883798
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.571).xes,0.877302838,0.924158062,0,0.786853164,0.767405844,0.289871491
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.600).xes,0.819134333,0.878397044,0,0.774279273,0.752461404,0.308547121
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.629).xes,0.865142427,0.924092237,0,0.795090182,0.779522411,0.350062446
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.657).xes,0.810454504,0.858051416,0,0.751977327,0.745587467,0.226598086
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.686).xes,0.828770712,0.884527239,0,0.762798964,0.774658084,0.309587958
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.714).xes,0.820960831,0.876600289,0,0.757716491,0.73853151,0.300489859
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.743).xes,0.820192055,0.87674897,0,0.766261745,0.759460134,0.249638703
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.771).xes,0.808024792,0.87458041,0,0.759938309,0.74715375,0.274099932
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.800).xes,0.799860975,0.848216696,0,0.724054309,0.732733872,0.277033694
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.829).xes,0.783611613,0.82458871,0,0.765358582,0.760776549,0.23965876
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.857).xes,0.806084582,0.850278165,0,0.754385436,0.766892845,0.258455602
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.886).xes,0.806312062,0.845907946,0,0.727676509,0.759735306,0.224799631
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.914).xes,0.779993941,0.854673453,0,0.730287564,0.738356396,0.198815789
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.943).xes,0.765505684,0.815436618,0,0.735453345,0.75457293,0.234455396
dementia_(C25-asymptomatic).xes,dementia_(C25-D0.971).xes,0.783439255,0.831864962,0,0.728112964,0.734977785,0.256263659
dementia_(C25-asymptomatic).xes,dementia_(C25-D1.000).xes,0.746662616,0.797659949,0,0.710934855,0.731578584,0.182392407
ret_for_(C104-asymptomatic).xes,ret_for_(C104-D0.000).xes,0.986139533,1,1,0.854790074,0.758069177,0.562885249
ret_for_(C104-asymptomatic).xes,ret_for_(C104-D0.029).xes,0.973416427,0.987705882,0,0.843169113,0.744276128,0.483166248
ret_for_(C104-asymptomatic).xes,ret_for_(C104-D0.057).xes,0.953491283,0.971483386,0,0.829907316,0.683849729,0.45675807
ret_for_(C104-asymptomatic).xes,ret_for_(C104-D0.086).xes,0.911952182,0.934647616,0,0.801752753,0.686636594,0.510278133
ret_for_(C104-asymptomatic).xes,ret_for_(C104-D0.114).xes,0.888173522,0.912901267,0,0.775250542,0.650028665,0.39489875
ret_for_(C104-asymptomatic).xes,ret_for_(C104-D0.143).xes,0.883502148,0.9090809,0,0.777738693,0.651369305,0.398944506
ret_for_(C104-asymptomatic).xes,ret_for_(C104-D0.171).xes,0.882251814,0.905669769,0,0.760948418,0.648876288,0.422522738
ret_for_(C104-asymptomatic).xes,ret_for_(C104-D0.200).xes,0.846350395,0.878370854,0,0.725051154,0.62077501,0.381210007
ret_for_(C104-asymptomatic).xes,ret_for_(C104-D0.229).xes,0.831637042,0.862313097,0,0.709930538,0.606333119,0.355230229
ret_for_(C104-asymptomatic).xes,ret_for_(C104-D0.257).xes,0.836215029,0.869567183,0,0.706902216,0.597903729,0.357633614
